response_id,session_id,learning_objective_id,learning_objective
ynvobvk,rjmzplk,znjjgdx,Comparing fractions using reasoning.
kthlpps,jfgdvud,suokxjq,Adding and subtracting fractions with different denominators.
czpqwma,kyfkwqk,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
dyzcrre,yykycih,bnwoavr,Knowing the value of each digit in numbers with up to 2 decimal places.
ulfoxfq,bnkfzgb,pooqxzw,Counting in multiples.
tqqsgcz,mqlsgpq,hllhxxb,Finding fractions of an amount.
iyggaly,ywzrjcd,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
xhkrypf,bezgrme,oofsqml,Comparing fractions using reasoning.
jsaptjo,qyqwebr,gmxpznw,Using place value to order and compare numbers.
spapgtg,rcmvhyk,negieyf,"Rounding numbers to the nearest 100 and 1,000."
zdxarjf,jojsgbi,gwqoozf,Comparing and ordering fractions by finding a common denominator.
fbdkezv,hzodfvx,qzxykqe,Counting in multiples.
mczsebq,reshowr,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
bplwjlo,jfkccsc,ntatckj,Adding and subtracting fractions with different denominators.
zsrimfk,hdlqinh,negieyf,"Rounding numbers to the nearest 100 and 1,000."
vcepuzp,yymqcmr,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
rhkicjf,llbhuvc,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
ptzwiyy,mryhgta,pooqxzw,Counting in multiples.
nfucjnw,xjqaxbo,msbrtma,Comparing fractions using reasoning.
zvmcuwm,lzzbnkm,hojyzro,Adding and subtracting tens to a 2-digit number.
owdvnre,cpnudau,mgcripj,"Rounding numbers to the nearest 100 and 1,000."
qgnnyro,qhgpqgb,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
kiqwori,otuexea,ntatckj,Adding and subtracting fractions with different denominators.
oorijjk,oankagy,kioiqmy,Comparing and ordering fractions by finding a common denominator.
hfnwarv,rjoildj,suokxjq,Adding and subtracting fractions with different denominators.
vwiczsj,fdokmvp,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
wjtytre,azxeeun,ymtgqot,Using place value to order and compare numbers.
ylqpgpk,apzivvm,ymtgqot,Using place value to order and compare numbers.
jwsmast,vzkgqql,ntatckj,Adding and subtracting fractions with different denominators.
etktvsy,ycoxuye,oulckzh,"Rounding numbers to the nearest 100 and 1,000."
bibejak,fbzyywq,ukowvdj,Comparing and ordering fractions by finding a common denominator.
dcvtloh,tngzyoa,pooqxzw,Counting in multiples.
munumjx,noxucnh,vjiconv,Adding and subtracting fractions with different denominators.
xfmugtx,yldayyt,qrrxuhe,Finding fractions of an amount.
gdyzwpc,jfhermy,ntatckj,Adding and subtracting fractions with different denominators.
xfeskww,kgstbco,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
uvowxhl,bkgodfo,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
qwkgiun,kutitxv,hmjgvts,Adding and subtracting fractions with different denominators.
gsrnqfe,ggbdlme,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
urzyjmw,ldiqgbv,cqjxopt,Comparing and ordering fractions by finding a common denominator.
awegmsj,oejabil,ojolhpj,Comparing fractions using reasoning.
yutuavp,dxfvrds,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
eucqoaj,bzgvclo,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
dyuzmiy,ysctcbc,qzxykqe,Counting in multiples.
hkdvdav,sxhwnfi,oofsqml,Comparing fractions using reasoning.
vwwdjti,kyfkwqk,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
uxyuupc,brxzuuw,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
lyxgthk,dbagvhu,oulckzh,"Rounding numbers to the nearest 100 and 1,000."
qmpchvq,nqucrvd,hllhxxb,Finding fractions of an amount.
vzjgiog,tmllwkh,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
kekyltl,wamovfh,wltzydm,Finding fractions of an amount.
lrcjdfs,ljuotsa,ojolhpj,Comparing fractions using reasoning.
efojdyy,edjpqui,nmlfckc,Counting in multiples.
pnvzcci,lmmxdhe,xvibdui,Adding and subtracting fractions with different denominators.
hxnvrsy,lqvivgk,hojyzro,Adding and subtracting tens to a 2-digit number.
puggpxb,kycuxrk,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
nfwnbaq,jaipaqq,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
gbdeisw,hwaghpk,xvibdui,Adding and subtracting fractions with different denominators.
nyuetgz,jybjcyr,oofsqml,Comparing fractions using reasoning.
wbeltoc,inwnmxv,vibpixk,Using place value to order and compare numbers.
qqygats,rfbwfdt,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
nredkxn,yugzzbh,tdzcbyf,Using place value to order and compare numbers.
qzhmrdk,ycyenir,egiflvt,Knowing the value of each digit in numbers with up to 2 decimal places.
ohflwkv,npzfjqy,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
rdxposb,gdsmnmt,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
guqkmqm,ptdzlxk,ymtgqot,Using place value to order and compare numbers.
lohorsq,ivqhysl,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
lrsimrr,oojivlv,oofsqml,Comparing fractions using reasoning.
mgxoomt,dmlnnsk,ntatckj,Adding and subtracting fractions with different denominators.
hybanwa,dcuedmx,ukowvdj,Comparing and ordering fractions by finding a common denominator.
rkajqqw,cudkhra,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
zbwazuy,qgkqaal,gwqoozf,Comparing and ordering fractions by finding a common denominator.
bbzhjhe,mdysiub,njsljpo,Using place value to order and compare numbers.
bdwaxfp,vusfqyb,qzxykqe,Counting in multiples.
gxbsyll,kflrsqp,kioiqmy,Comparing and ordering fractions by finding a common denominator.
dwymrtj,tgqrwet,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
adxucuw,nxokrul,hiwcygw,Multiplying and dividing whole numbers and decimals by 10 and 100.
olzwkmy,danzfly,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
xqqthxh,cxsywfs,gouufve,Using place value to order and compare numbers.
vvhuwmo,usfpzly,qzxykqe,Counting in multiples.
nboromn,jrvewsc,hpzsirz,Adding and subtracting fractions with different denominators.
nykfbwe,dbagvhu,haztyul,Comparing and ordering fractions by finding a common denominator.
ktegqqg,noxucnh,haztyul,Comparing and ordering fractions by finding a common denominator.
osflhyj,tkluhwm,bnwoavr,Knowing the value of each digit in numbers with up to 2 decimal places.
wweybke,ttdhnia,haztyul,Comparing and ordering fractions by finding a common denominator.
boppkum,ykphxxf,oulckzh,"Rounding numbers to the nearest 100 and 1,000."
nlfrvhm,hhykwbc,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
xfkhilx,qgdgyyn,vibpixk,Using place value to order and compare numbers.
ajwcneo,ebwfole,tdzcbyf,Using place value to order and compare numbers.
sqotnpc,aeupjzk,ukowvdj,Comparing and ordering fractions by finding a common denominator.
aeokjlz,yvdudsc,yovdkeb,Counting in multiples.
jlnutzq,curipes,oulckzh,"Rounding numbers to the nearest 100 and 1,000."
ypnomfj,fefftbq,qzxykqe,Counting in multiples.
ppeusnl,jcckktm,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
oplwejk,kxandxb,kioiqmy,Comparing and ordering fractions by finding a common denominator.
ccxujgk,jvrdvxf,negieyf,"Rounding numbers to the nearest 100 and 1,000."
shbkpne,dfhoduc,znjjgdx,Comparing fractions using reasoning.
vqsynpt,zwcgldo,dbuhjvm,Comparing fractions using reasoning.
uwsbjpl,xdadroc,ggbvvkw,Counting in multiples.
bgiatju,ngqbjol,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
wwxmgcq,sttikkw,tdzcbyf,Using place value to order and compare numbers.
dgghjin,poytixk,njsljpo,Using place value to order and compare numbers.
yqrecew,qjvtvue,gmxpznw,Using place value to order and compare numbers.
eztvhee,daamlbj,xilputy,Comparing fractions using reasoning.
wlkgjjt,hgtsefp,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
vmilebg,xehzivu,tsowzvj,Comparing fractions using reasoning.
aagxesd,jfgdvud,hpzsirz,Adding and subtracting fractions with different denominators.
mpougtk,mirdrxs,ukowvdj,Comparing and ordering fractions by finding a common denominator.
lizvmtx,pcbkzop,ntatckj,Adding and subtracting fractions with different denominators.
hithcpf,xuxyxpi,cgfsxji,Using place value to order and compare numbers.
pcmgnfg,ufalhek,haztyul,Comparing and ordering fractions by finding a common denominator.
xziqjec,snzmupu,ntatckj,Adding and subtracting fractions with different denominators.
xbmftdo,bmtevnm,hiwcygw,Multiplying and dividing whole numbers and decimals by 10 and 100.
inedeoq,tsruawt,znjjgdx,Comparing fractions using reasoning.
xytasss,uyouglk,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
rrpqrbn,sypfiei,nmlfckc,Counting in multiples.
dyzexmr,bkocepg,oulckzh,"Rounding numbers to the nearest 100 and 1,000."
qdxqmpz,wvehvxc,vjiconv,Adding and subtracting fractions with different denominators.
qrwsdvx,revkkuo,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
tdnbuya,imswuru,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
cyuvfqv,zrvqrlb,hllhxxb,Finding fractions of an amount.
bhhogig,mikdsul,eihtnfe,Adding and subtracting fractions with different denominators.
brqworj,jouwnke,gouufve,Using place value to order and compare numbers.
kkzmwir,ggirkoo,nmlfckc,Counting in multiples.
hkwrmku,revkkuo,gouufve,Using place value to order and compare numbers.
ewqiszj,uwjsmcf,nmlfckc,Counting in multiples.
kyiwxpc,fzeliqr,pooqxzw,Counting in multiples.
bhatqlv,rsvshtv,llccmtv,Using place value to order and compare numbers.
dniamdb,yglkubv,yovdkeb,Counting in multiples.
ffqumqc,rresozm,hllhxxb,Finding fractions of an amount.
unlwily,mlrviwe,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
dnpsyid,nmarjtc,xvibdui,Adding and subtracting fractions with different denominators.
kesotiy,dzaaaqy,msbrtma,Comparing fractions using reasoning.
xxsedyw,ahabmgc,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
wqwmegw,dczprgw,ggbvvkw,Counting in multiples.
qzxtbej,mvzgrza,koviexo,Comparing fractions using reasoning.
ayfjraq,teykjoe,negieyf,"Rounding numbers to the nearest 100 and 1,000."
cxrisic,gjlqfsa,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
afsohrk,cvvtqko,vjiconv,Adding and subtracting fractions with different denominators.
erlrocb,rqxcoir,ukowvdj,Comparing and ordering fractions by finding a common denominator.
cffxuwm,dnwcxpb,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
ikwjqdz,stmsojp,pooqxzw,Counting in multiples.
qzhqhmi,pdoqbfh,ojolhpj,Comparing fractions using reasoning.
dlnekcq,mcjdrmb,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
icnvzze,htmkmiu,qzxykqe,Counting in multiples.
fxqoubo,qegeoqt,tdzcbyf,Using place value to order and compare numbers.
oymnuhb,ssbydgl,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
mpmsgau,lkhdpoa,lsewfcv,Finding fractions of an amount.
wqijmkf,iwgmuxx,ojolhpj,Comparing fractions using reasoning.
jhljnui,eibbdsw,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
bveynnk,fgfjrki,ggbvvkw,Counting in multiples.
sqyaehe,qiyhoog,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
ybdlgip,itwsxcr,rggwmtp,Comparing and ordering fractions by finding a common denominator.
owlyefk,veyucov,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
dajnhhc,xqgvdha,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
cwbssfg,jtvvfra,suokxjq,Adding and subtracting fractions with different denominators.
jravimx,hnhanwp,cqjxopt,Comparing and ordering fractions by finding a common denominator.
dyplbbv,ertvkra,gouufve,Using place value to order and compare numbers.
ktvkigq,ivqhysl,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
sjoodnt,sxuuedu,vibpixk,Using place value to order and compare numbers.
zigxxvi,dkfyuig,hmjgvts,Adding and subtracting fractions with different denominators.
hqgukiu,hsimdms,hojyzro,Adding and subtracting tens to a 2-digit number.
jduirrc,vaomnyy,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
avbiten,fftfuzu,hmjgvts,Adding and subtracting fractions with different denominators.
dosghnu,nljdozq,tdzcbyf,Using place value to order and compare numbers.
oskdzub,hrgzcpm,gmxpznw,Using place value to order and compare numbers.
hkcwefi,wiejhpw,hpzsirz,Adding and subtracting fractions with different denominators.
yflrecc,sdoyfek,msbrtma,Comparing fractions using reasoning.
eiyxoya,ysplnuh,eihtnfe,Adding and subtracting fractions with different denominators.
oldoltk,nynesya,pooqxzw,Counting in multiples.
lgmbojh,fcwslfc,hxuqbuo,Comparing fractions using reasoning.
jxswkka,caqeoys,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
razrmrz,edrpbep,pooqxzw,Counting in multiples.
etwprne,fpzxpfc,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
zhkzbko,pukeikx,njsljpo,Using place value to order and compare numbers.
grngfhu,isjhntw,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
nusuwqj,lliabnf,kioiqmy,Comparing and ordering fractions by finding a common denominator.
syimwpd,sjmmxzu,haztyul,Comparing and ordering fractions by finding a common denominator.
jgmzvyt,ceqacqd,wltzydm,Finding fractions of an amount.
nrmbdor,awpitqt,znjjgdx,Comparing fractions using reasoning.
gabiwkz,rwghvmn,bnwoavr,Knowing the value of each digit in numbers with up to 2 decimal places.
xwzgzyu,ehsblpd,llccmtv,Using place value to order and compare numbers.
fhqbvla,zasmaqa,znjjgdx,Comparing fractions using reasoning.
hkrpjqx,fpwinrr,wltzydm,Finding fractions of an amount.
jjcjhtc,yqttetf,llccmtv,Using place value to order and compare numbers.
pugbrpo,lzkrnfi,ymtgqot,Using place value to order and compare numbers.
wcfmoxq,awywlfx,vjiconv,Adding and subtracting fractions with different denominators.
fwkwhun,jgkghej,llccmtv,Using place value to order and compare numbers.
ozeievw,snieajq,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
vggkutz,zfwqwqd,ojolhpj,Comparing fractions using reasoning.
uygpndy,pfrtder,hpzsirz,Adding and subtracting fractions with different denominators.
dwgfpmk,rgtqeyb,vjiconv,Adding and subtracting fractions with different denominators.
xspuuel,mrylfta,eihtnfe,Adding and subtracting fractions with different denominators.
xvbggnv,yhvynyz,gwqoozf,Comparing and ordering fractions by finding a common denominator.
meofrzq,nkfocsv,eihtnfe,Adding and subtracting fractions with different denominators.
xovyerg,wiiwosm,znjjgdx,Comparing fractions using reasoning.
cgdeazl,toyrxzz,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
eitqbdo,isgxjvy,njsljpo,Using place value to order and compare numbers.
zbwbmfl,zmkfnxm,rggwmtp,Comparing and ordering fractions by finding a common denominator.
yfqiqbh,mnmaeng,negieyf,"Rounding numbers to the nearest 100 and 1,000."
ysyremw,cvipeik,mgcripj,"Rounding numbers to the nearest 100 and 1,000."
rnwcydz,hyjimts,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
ummaifs,xugfxmc,gwqoozf,Comparing and ordering fractions by finding a common denominator.
fuhwjtr,lodccqi,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
znjqazr,qikklqt,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
bearreo,jnslpar,llccmtv,Using place value to order and compare numbers.
mmqwxey,iyzdtaj,yovdkeb,Counting in multiples.
oeyjlzp,wznnbgb,egiflvt,Knowing the value of each digit in numbers with up to 2 decimal places.
dbvjcby,zptpnir,vjiconv,Adding and subtracting fractions with different denominators.
onpkypq,hdmnriy,llccmtv,Using place value to order and compare numbers.
xaivcie,jvljkln,mgcripj,"Rounding numbers to the nearest 100 and 1,000."
svgrtxy,shvpoem,nmlfckc,Counting in multiples.
lctoloq,ygaiqoc,bnwoavr,Knowing the value of each digit in numbers with up to 2 decimal places.
hiimrbh,icpaffh,tsowzvj,Comparing fractions using reasoning.
sautiqm,ivehfdc,qrrxuhe,Finding fractions of an amount.
gdzwxdz,tgffwnr,hxuqbuo,Comparing fractions using reasoning.
qnigieu,eclifdw,gwqoozf,Comparing and ordering fractions by finding a common denominator.
yzxdtwn,ifvomdb,ntatckj,Adding and subtracting fractions with different denominators.
ojvsqay,vhovath,wltzydm,Finding fractions of an amount.
nyrntgl,meubmka,ymtgqot,Using place value to order and compare numbers.
aticugf,usfpzly,kioiqmy,Comparing and ordering fractions by finding a common denominator.
dpioitj,ukwrbhy,nmlfckc,Counting in multiples.
umalgmd,lblfcds,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
tqdzjfa,dksoiib,nmlfckc,Counting in multiples.
gampjwz,jvljkln,hmjgvts,Adding and subtracting fractions with different denominators.
hqkhfnd,mqxknej,znjjgdx,Comparing fractions using reasoning.
rwjozsk,lamonht,mgcripj,"Rounding numbers to the nearest 100 and 1,000."
wbpgens,fifpdqi,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
tthkcqu,cuxswwu,qrrxuhe,Finding fractions of an amount.
miiqrmg,povwbxr,msbrtma,Comparing fractions using reasoning.
kickwpd,vnubqrn,xilputy,Comparing fractions using reasoning.
wfposth,nnspnbx,ymtgqot,Using place value to order and compare numbers.
upjcomm,kpgijnj,eihtnfe,Adding and subtracting fractions with different denominators.
rsehxpk,wahbogu,negieyf,"Rounding numbers to the nearest 100 and 1,000."
zrwmetv,hfmzpsm,qrrxuhe,Finding fractions of an amount.
pldgyer,nqqzqra,ggbvvkw,Counting in multiples.
rmzrzgt,yjcfanp,njsljpo,Using place value to order and compare numbers.
txkiush,asbfevb,vibpixk,Using place value to order and compare numbers.
